P1	Hybrid	P2	Zscore	Pvalue	Gamma	X1	X2	X3	X4	X5	X6	X7	X8	X9	X10	X11	X12	X13	X14	X15
Xcortezi	Xnezahuacoyotl	Xvariatus	-24.5294	1	-4.46668	3.49102e+06	216326	241039	40045.6	21109.6	114357	64152.3	12556.8	83849.2	2.34362e+06	134411	20307	116587	59888.4	1640.75
Xnezahuacoyotl	Xcortezi	Xvariatus	54.5504	0	0.645022	3.49102e+06	216326	114357	64152.3	12556.8	241039	40045.6	21109.6	83849.2	2.34362e+06	134411	20307	59888.4	116587	1640.75
Xcortezi	Xnezahuacoyotl	Xxiphidium	-0.716296	0.763096	1.00132	2.68562e+06	1.00461e+06	147627	42864.8	60343.5	65406	43162.1	31139	268777	1.72142e+06	520326	9728.12	56750.2	27017.1	2209.12
Xnezahuacoyotl	Xcortezi	Xxiphidium	0.71724	0.236613	0.998686	2.68562e+06	1.00461e+06	65406	43162.1	31139	147627	42864.8	60343.5	268777	1.72142e+06	520326	9728.12	27017.1	56750.2	2209.12
Xnigrensis	Xcortezi	Xpygmaeus	28.9761	0	-0.135297	3.3158e+06	48169	117301	145545	5056.38	604296	43543.9	13748.8	31388	2.28117e+06	28799.1	34695.5	67224.6	286772	1466.62
Xcortezi	Xpygmaeus	Xnigrensis	32.4293	0	0.903764	3.3158e+06	604296	48169	43543.9	13748.8	117301	31388	34695.5	145545	2.28117e+06	286772	5056.38	28799.1	67224.6	1466.62
Xnigrensis	Xcortezi	Xsignum	26.7005	0	0.0936048	3.28443e+06	79019.2	114932	144799	6608	604398	39272.2	16354.5	50170.1	2.23868e+06	50936.5	37098	63443.2	284216	2274.25
Xcortezi	Xsignum	Xnigrensis	-23.9431	1	1.13015	3.28443e+06	604398	79019.2	39272.2	16354.5	114932	50170.1	37098	144799	2.23868e+06	284216	6608	50936.5	63443.2	2274.25
Xnigrensis	Xcortezi	Xvariatus	72.5901	0	0.27395	3.16623e+06	188562	98810	131157	10391.4	560658	41063.3	32321.9	75057.1	2.12488e+06	113872	29113	50950.9	252789	2216.12
Xcortezi	Xvariatus	Xnigrensis	-45.2006	1	2.53776	3.16623e+06	560658	188562	41063.3	32321.9	98810	75057.1	29113	131157	2.12488e+06	252789	10391.4	113872	50950.9	2216.12
Xcortezi	Xnigrensis	Xxiphidium	-17.9005	1	1.07232	2.44852e+06	879917	370314	69027.9	115655	56815.1	79162.5	25333.8	229440	1.56391e+06	441408	14435	135033	24519.8	2988.38
Xnigrensis	Xcortezi	Xxiphidium	19.1077	0	0.940576	2.44852e+06	879917	56815.1	79162.5	25333.8	370314	69027.9	115655	229440	1.56391e+06	441408	14435	24519.8	135033	2988.38
Xcortezi	Xpygmaeus	Xsignum	51.1962	0	0.426141	3.82543e+06	103873	73124.7	54184.3	5774	174577	26815.6	9613.38	47139.3	2.62585e+06	68121	9669.25	44222.4	102645	1252.62
Xcortezi	Xsignum	Xpygmaeus	13.1784	0	1.53055	3.82543e+06	73124.7	103873	54184.3	5774	174577	47139.3	9669.25	26815.6	2.62585e+06	44222.4	9613.38	68121	102645	1252.62
Xcortezi	Xpygmaeus	Xvariatus	41.3501	0	0.796264	3.67421e+06	249993	65962.4	43812.6	7995.25	147593	28845.9	19254	87340.3	2.48155e+06	156900	7899.75	38281.4	79663.4	1319.5
Xpygmaeus	Xcortezi	Xvariatus	-30.7701	1	1.52402	3.67421e+06	249993	147593	28845.9	19254	65962.4	43812.6	7995.25	87340.3	2.48155e+06	156900	7899.75	79663.4	38281.4	1319.5
Xcortezi	Xpygmaeus	Xxiphidium	-10.324	1	1.01346	2.81012e+06	1.10255e+06	36822.9	26777.4	19593.4	85911.1	30291.6	44914.1	294965	1.81544e+06	580810	4137.75	16700.2	35070.8	2102.25
Xpygmaeus	Xcortezi	Xxiphidium	10.4611	0	0.987066	2.81012e+06	1.10255e+06	85911.1	30291.6	44914.1	36822.9	26777.4	19593.4	294965	1.81544e+06	580810	4137.75	35070.8	16700.2	2102.25
Xcortezi	Xsignum	Xvariatus	24.1095	0	0.804604	3.65254e+06	239838	86555	48121.6	10619.2	154200	38789.4	19861.4	77217.3	2.45555e+06	145581	8194	51118.2	83559.6	1689.75
Xsignum	Xcortezi	Xvariatus	-18.2545	1	1.47219	3.65254e+06	239838	154200	38789.4	19861.4	86555	48121.6	10619.2	77217.3	2.45555e+06	145581	8194	83559.6	51118.2	1689.75
Xcortezi	Xsignum	Xxiphidium	-14.1202	1	1.02216	2.79517e+06	1.08497e+06	49990.4	32057.8	26531.4	91110.7	37386.8	47636.6	283236	1.79557e+06	562827	5305.12	24115.9	38446.1	3262
Xsignum	Xcortezi	Xxiphidium	14.4263	0	0.979225	2.79517e+06	1.08497e+06	91110.7	37386.8	47636.6	49990.4	32057.8	26531.4	283236	1.79557e+06	562827	5305.12	38446.1	24115.9	3262
Xcortezi	Xvariatus	Xxiphidium	14.747	0	0.970537	2.71777e+06	995654	113955	49695	57918.5	81543.8	43412.6	37644.2	250363	1.7229e+06	495188	7451.12	50468.4	35716.9	3035.38
Xvariatus	Xcortezi	Xxiphidium	-14.2993	1	1.03232	2.71777e+06	995654	81543.8	43412.6	37644.2	113955	49695	57918.5	250363	1.7229e+06	495188	7451.12	35716.9	50468.4	3035.38
Xcouchianus	Xevelynae	Xgordoni	21.2762	0	0.818687	3.35688e+06	344517	82311.2	56061.3	20355.1	182225	47089.9	42521.8	87598.5	2.27706e+06	166495	9996.25	42243.8	93040.1	1535.62
Xevelynae	Xcouchianus	Xgordoni	-16.5642	1	1.39756	3.35688e+06	344517	182225	47089.9	42521.8	82311.2	56061.3	20355.1	87598.5	2.27706e+06	166495	9996.25	93040.1	42243.8	1535.62
Xcouchianus	Xevelynae	Xhellerii	64.9447	0	0.649363	3.47496e+06	233353	103671	64206	11613.6	233666	35517	23416.4	88647.6	2.32348e+06	139794	21132.5	48290.5	117206	1712.88
Xevelynae	Xcouchianus	Xhellerii	-29.8764	1	-5.75443	3.47496e+06	233353	233666	35517	23416.4	103671	64206	11613.6	88647.6	2.32348e+06	139794	21132.5	117206	48290.5	1712.88
Xcouchianus	Xevelynae	Xmalinche_CHIC2	51.9721	0	0.364792	3.57634e+06	139202	117157	75711.6	8283.5	262499	37109.2	14652.9	59278.1	2.43584e+06	78462.2	27174.8	59473.4	143310	1706.75
Xcouchianus	Xmalinche_CHIC2	Xevelynae	22.1252	0	3.86529	3.57634e+06	117157	139202	75711.6	8283.5	262499	59278.1	27174.8	37109.2	2.43584e+06	59473.4	14652.9	78462.2	143310	1706.75
Xcouchianus	Xevelynae	Xmayae	3.35718	0.00039377	0.0265797	3.68638e+06	35299.6	132991	83382.1	3207.88	291660	36564.5	4465	37842.9	2.52991e+06	24256.8	33785.8	69172.8	163810	1753.75
Xcouchianus	Xmayae	Xevelynae	3.26551	0.000546404	-0.0288827	3.68638e+06	132991	35299.6	83382.1	3207.88	291660	37842.9	33785.8	36564.5	2.52991e+06	69172.8	4465	24256.8	163810	1753.75
Xcouchianus	Xevelynae	Xmeyeri	24.6085	0	-1.61709	3.62393e+06	87978.4	111462	69434.7	9352.62	237854	45721.6	19782.8	31069.3	2.48655e+06	45058.1	17988.4	60439.2	130305	1125.88
Xcouchianus	Xmeyeri	Xevelynae	39.8139	0	0.276366	3.62393e+06	111462	87978.4	69434.7	9352.62	237854	31069.3	17988.4	45721.6	2.48655e+06	60439.2	19782.8	45058.1	130305	1125.88
Xcouchianus	Xevelynae	Xmilleri	38.6976	0	0.833935	3.23715e+06	462198	73664.9	55987.8	22931.6	180259	39904.6	45529.4	120670	2.17613e+06	228212	10148	34142.2	88469.5	1769.5
Xevelynae	Xcouchianus	Xmilleri	-30.9916	1	1.33093	3.23715e+06	462198	180259	39904.6	45529.4	73664.9	55987.8	22931.6	120670	2.17613e+06	228212	10148	88469.5	34142.2	1769.5
Xcouchianus	Xevelynae	Xmonticolus	19.6442	0	0.944484	3.02332e+06	671164	61381.6	48227.8	28378.5	154541	40156.2	56399.9	177477	1.99745e+06	335493	9023.25	25090.6	69114.2	2108.12
Xevelynae	Xcouchianus	Xmonticolus	-18.4896	1	1.06661	3.02332e+06	671164	154541	40156.2	56399.9	61381.6	48227.8	28378.5	177477	1.99745e+06	335493	9023.25	69114.2	25090.6	2108.12
Xcouchianus	Xevelynae	Xmontezumae	63.7073	0	0.539321	3.51776e+06	191708	103339	67353.6	12260.1	237486	35991.9	22584.4	72707.3	2.37171e+06	110963	21389.2	49432.8	122756	1688.25
Xevelynae	Xcouchianus	Xmontezumae	-9.28965	1	-0.205851	3.51776e+06	191708	237486	35991.9	22584.4	103339	67353.6	12260.1	72707.3	2.37171e+06	110963	21389.2	122756	49432.8	1688.25
Xcouchianus	Xevelynae	Xmultilineatus	38.168	0	0.297761	3.5874e+06	124978	109070	72177.2	10419.9	249461	36846.2	18469.4	51827.1	2.44367e+06	68597.8	21842	55082.5	134140	1630.5
Xcouchianus	Xmultilineatus	Xevelynae	21.9842	0	-2.7902	3.5874e+06	109070	124978	72177.2	10419.9	249461	51827.1	21842	36846.2	2.44367e+06	55082.5	18469.4	68597.8	134140	1630.5
Xcouchianus	Xevelynae	Xnezahuacoyotl	61.1203	0	0.542265	3.47656e+06	231279	94649.8	67627.1	15769.6	224895	37599.8	28660.2	73172.2	2.36052e+06	116784	17155	46733.2	119832	1732.88
Xevelynae	Xcouchianus	Xnezahuacoyotl	-9.52761	1	-0.226497	3.47656e+06	231279	224895	37599.8	28660.2	94649.8	67627.1	15769.6	73172.2	2.36052e+06	116784	17155	119832	46733.2	1732.88
Xcouchianus	Xevelynae	Xnigrensis	48.9485	0	0.840174	3.12643e+06	579022	90860.4	61683.2	18339.6	205369	40490.1	38133.4	151899	2.1177e+06	273710	19766.6	43420.8	105856	2083.88
Xevelynae	Xcouchianus	Xnigrensis	-39.6371	1	1.30705	3.12643e+06	579022	205369	40490.1	38133.4	90860.4	61683.2	18339.6	151899	2.1177e+06	273710	19766.6	105856	43420.8	2083.88
Xcouchianus	Xevelynae	Xpygmaeus	22.306	0	0.171524	3.64317e+06	73882.8	122839	76775.9	6083.38	272719	36253.6	9834.88	44643.1	2.48683e+06	46651.4	28977.6	62549	147613	1616.75
Xcouchianus	Xpygmaeus	Xevelynae	17.6879	0	-0.353345	3.64317e+06	122839	73882.8	76775.9	6083.38	272719	44643.1	28977.6	36253.6	2.48683e+06	62549	9834.88	46651.4	147613	1616.75
Xcouchianus	Xevelynae	Xsignum	36.5525	0	0.259132	3.63134e+06	84717.4	120159	75699.1	6864.25	269207	35532	11092	49581.2	2.47162e+06	53953.2	27721.2	60530.1	144911	1642.12
Xcouchianus	Xsignum	Xevelynae	23.7676	0	-1.1641	3.63134e+06	120159	84717.4	75699.1	6864.25	269207	49581.2	27721.2	35532	2.47162e+06	60530.1	11092	53953.2	144911	1642.12
Xcouchianus	Xevelynae	Xvariatus	55.1469	0	0.535142	3.51271e+06	196620	106910	65759.1	9866.75	235268	38841.9	21535.4	69828.8	2.36564e+06	119497	19856.1	52709.1	120602	1265.62
Xevelynae	Xcouchianus	Xvariatus	-7.24277	1	-0.178124	3.51271e+06	196620	235268	38841.9	21535.4	106910	65759.1	9866.75	69828.8	2.36564e+06	119497	19856.1	120602	52709.1	1265.62
Xcouchianus	Xevelynae	Xxiphidium	-7.76595	1	1.01506	2.69933e+06	992916	63304.6	40790.9	27177.6	137651	44015	62715.8	261254	1.73197e+06	510484	9743.88	24967.8	54964.6	2230.5
Xevelynae	Xcouchianus	Xxiphidium	7.8812	1.55431e-15	0.985586	2.69933e+06	992916	137651	44015	62715.8	63304.6	40790.9	27177.6	261254	1.73197e+06	510484	9743.88	54964.6	24967.8	2230.5
Xcouchianus	Xgordoni	Xhellerii	-16.9594	1	-0.551276	3.23067e+06	204619	337144	49448.5	22640.4	168379	83558.1	16181.5	95679.6	2.13835e+06	120664	46923.6	152912	78211.1	2144.5
Xgordoni	Xcouchianus	Xhellerii	64.6828	0	0.575438	3.23067e+06	204619	168379	83558.1	16181.5	337144	49448.5	22640.4	95679.6	2.13835e+06	120664	46923.6	78211.1	152912	2144.5
Xgordoni	Xcouchianus	Xmalinche_CHIC2	33.965	0	0.312903	3.32436e+06	118272	190803	89768.3	9587.38	358433	55410.2	17428.9	71056.9	2.23874e+06	66943.1	55006.5	95292.5	171834	2136.88
Xcouchianus	Xmalinche_CHIC2	Xgordoni	-18.4974	1	6.10525	3.32436e+06	358433	118272	55410.2	17428.9	190803	71056.9	55006.5	89768.3	2.23874e+06	171834	9587.38	66943.1	95292.5	2136.88
Xgordoni	Xcouchianus	Xmayae	7.12376	5.28688e-13	0.0709565	3.41638e+06	33817	210806	97914.2	4127.62	393714	55011.2	5236.5	58288	2.31604e+06	25101.9	66369.9	106986	193874	2420.75
Xcouchianus	Xmayae	Xgordoni	-6.57968	1	1.09015	3.41638e+06	393714	33817	55011.2	5236.5	210806	58288	66369.9	97914.2	2.31604e+06	193874	4127.62	25101.9	106986	2420.75
Xgordoni	Xcouchianus	Xmeyeri	31.3537	0	-1.29094	3.37576e+06	63775.2	181116	90112.1	9637	349464	55054.2	17460.9	35299.2	2.30077e+06	31369.6	40020.1	93239.9	171350	1074.25
Xcouchianus	Xmeyeri	Xgordoni	49.0214	0	0.735073	3.37576e+06	349464	63775.2	55054.2	17460.9	181116	35299.2	40020.1	90112.1	2.30077e+06	171350	9637	31369.6	93239.9	1074.25
Xcouchianus	Xgordoni	Xmilleri	-6.47988	1	1.09381	3.05117e+06	369989	243662	61793.2	61398.8	133596	65215.2	26929.6	105116	2.03183e+06	175371	24430.8	105196	63907.8	1900.12
Xgordoni	Xcouchianus	Xmilleri	7.03563	9.98313e-13	0.926792	3.05117e+06	369989	133596	65215.2	26929.6	243662	61793.2	61398.8	105116	2.03183e+06	175371	24430.8	63907.8	105196	1900.12
Xcouchianus	Xgordoni	Xmonticolus	3.55159	0.000191497	0.98244	2.8529e+06	561872	214295	60358.1	73020.8	113149	58640.3	34770.8	154750	1.86699e+06	271398	20622.1	84545	49721.6	2184.12
Xgordoni	Xcouchianus	Xmonticolus	-3.48811	0.999757	1.01854	2.8529e+06	561872	113149	58640.3	34770.8	214295	60358.1	73020.8	154750	1.86699e+06	271398	20622.1	49721.6	84545	2184.12
Xgordoni	Xcouchianus	Xmontezumae	51.9577	0	0.465098	3.27348e+06	162959	172605	84388.8	14576.2	336796	52222.5	23665.2	80191.1	2.18422e+06	93737	46311.1	82652.6	156054	2074.88
Xcouchianus	Xmontezumae	Xgordoni	-6.78046	1	-0.176589	3.27348e+06	336796	162959	52222.5	23665.2	172605	80191.1	46311.1	84388.8	2.18422e+06	156054	14576.2	93737	82652.6	2074.88
Xgordoni	Xcouchianus	Xmultilineatus	10.0099	0	0.130035	3.34198e+06	97430.9	183445	86391	10632.9	343729	55998.6	21855	60541.4	2.25295e+06	53556.6	46853	91994	163971	2073.88
Xcouchianus	Xmultilineatus	Xgordoni	-8.51374	1	1.21321	3.34198e+06	343729	97430.9	55998.6	21855	183445	60541.4	46853	86391	2.25295e+06	163971	10632.9	53556.6	91994	2073.88
Xgordoni	Xcouchianus	Xnezahuacoyotl	28.8408	0	0.420538	3.25238e+06	180581	166488	78638.4	16000.4	306157	59235.6	36847.9	73317	2.18503e+06	89355.5	37405.9	83506.8	143171	2123.38
Xcouchianus	Xnezahuacoyotl	Xgordoni	-7.90992	1	-0.607474	3.25238e+06	306157	180581	59235.6	36847.9	166488	73317	37405.9	78638.4	2.18503e+06	143171	16000.4	89355.5	83506.8	2123.38
Xcouchianus	Xgordoni	Xnigrensis	-29.8122	1	1.35546	2.91772e+06	511522	285566	58277.8	47249.1	148771	76682	24526.2	146861	1.95206e+06	237639	39405.5	130881	71361.4	2264.88
Xgordoni	Xcouchianus	Xnigrensis	37.6303	0	0.827979	2.91772e+06	511522	148771	76682	24526.2	285566	58277.8	47249.1	146861	1.95206e+06	237639	39405.5	71361.4	130881	2264.88
Xgordoni	Xcouchianus	Xpygmaeus	20.3864	0	0.178603	3.37917e+06	66190.4	197322	93839.8	7157	377352	52357.5	9723.12	61377.3	2.28094e+06	42575.6	59168.8	96911.6	182381	2129.75
Xcouchianus	Xpygmaeus	Xgordoni	-15.9536	1	1.38476	3.37917e+06	377352	66190.4	52357.5	9723.12	197322	61377.3	59168.8	93839.8	2.28094e+06	182381	7157	42575.6	96911.6	2129.75
Xgordoni	Xcouchianus	Xsignum	31.4382	0	0.255341	3.36833e+06	76299.9	194295	93331.9	8523	373947	52336.6	10980.4	66393.8	2.26655e+06	49785.6	58156.5	95725.4	180135	2236.62
Xcouchianus	Xsignum	Xgordoni	-20.6581	1	2.09132	3.36833e+06	373947	76299.9	52336.6	10980.4	194295	66393.8	58156.5	93331.9	2.26655e+06	180135	8523	49785.6	95725.4	2236.62
Xgordoni	Xcouchianus	Xvariatus	51.4177	0	0.422126	3.26764e+06	168440	171640	85304.5	13553.6	340936	50113.1	20562.5	75819.8	2.18051e+06	100746	44362.9	80883.2	158247	1456.62
Xcouchianus	Xvariatus	Xgordoni	-13.858	1	-0.584687	3.26764e+06	340936	168440	50113.1	20562.5	171640	75819.8	44362.9	85304.5	2.18051e+06	158247	13553.6	100746	80883.2	1456.62
Xcouchianus	Xgordoni	Xxiphidium	-21.4217	1	1.06421	2.52448e+06	888289	220883	51738.7	69054.4	97241.5	62350.9	40969.8	238237	1.60128e+06	447623	21367.4	85514.1	36223.1	1973.12
Xgordoni	Xcouchianus	Xxiphidium	22.7142	0	0.946161	2.52448e+06	888289	97241.5	62350.9	40969.8	220883	51738.7	69054.4	238237	1.60128e+06	447623	21367.4	36223.1	85514.1	1973.12
Xhellerii	Xcouchianus	Xmalinche_CHIC2	8.36632	0	1.24393	3.45661e+06	125168	259687	78216.2	14965.9	232804	73131.9	12659.2	47204	2.30634e+06	63166.2	29822.1	133439	135630	2083.38
Xcouchianus	Xmalinche_CHIC2	Xhellerii	51.0311	0	0.544646	3.45661e+06	232804	125168	73131.9	12659.2	259687	47204	29822.1	78216.2	2.30634e+06	135630	14965.9	63166.2	133439	2083.38
Xcouchianus	Xhellerii	Xmayae	20.7879	0	1.34661	3.56963e+06	19040.9	246414	88323.2	4549.88	295102	74906.9	3551.62	22783.5	2.40429e+06	10327.8	35427.5	146476	158780	1675.25
Xcouchianus	Xmayae	Xhellerii	101.551	0	0.442988	3.56963e+06	246414	19040.9	88323.2	4549.88	295102	22783.5	35427.5	74906.9	2.40429e+06	146476	3551.62	10327.8	158780	1675.25
Xhellerii	Xcouchianus	Xmeyeri	39.2665	0	-2.74322	3.49243e+06	86629.5	222526	99406.4	22776.8	239794	60313.8	10327	31664.8	2.33549e+06	41395.5	23225	111604	148321	1504.88
Xcouchianus	Xmeyeri	Xhellerii	68.0429	0	0.702782	3.49243e+06	239794	86629.5	60313.8	10327	222526	31664.8	23225	99406.4	2.33549e+06	148321	22776.8	41395.5	111604	1504.88
Xcouchianus	Xhellerii	Xmilleri	-27.7034	1	13.5896	3.12429e+06	440044	181192	53966.2	31108.5	171565	80073.2	48903.1	108254	2.05347e+06	202663	15260.4	100642	77872.6	2543.62
Xhellerii	Xcouchianus	Xmilleri	53.3683	0	0.675265	3.12429e+06	440044	171565	80073.2	48903.1	181192	53966.2	31108.5	108254	2.05347e+06	202663	15260.4	77872.6	100642	2543.62
Xcouchianus	Xhellerii	Xmonticolus	-22.4492	1	1.16661	2.92861e+06	629290	149189	55195	42580.6	156089	67336.1	57814.2	152348	1.8987e+06	294031	11899.2	75953.8	66889.2	2971.88
Xhellerii	Xcouchianus	Xmonticolus	25.6553	0	0.888914	2.92861e+06	629290	156089	67336.1	57814.2	149189	55195	42580.6	152348	1.8987e+06	294031	11899.2	66889.2	75953.8	2971.88
Xhellerii	Xcouchianus	Xmontezumae	9.04533	0	5.58414	3.40213e+06	173139	236656	74162.7	22530.6	214452	66764.8	17858.5	57753	2.24876e+06	90674.8	23613.9	115590	120653	2077.62
Xcouchianus	Xmontezumae	Xhellerii	20.0638	0	0.645506	3.40213e+06	214452	173139	66764.8	17858.5	236656	57753	23613.9	74162.7	2.24876e+06	120653	22530.6	90674.8	115590	2077.62
Xhellerii	Xcouchianus	Xmultilineatus	17.9346	0	1.92292	3.46233e+06	116949	245207	80277.2	19903.1	230724	67886.6	12502.6	42070.4	2.30983e+06	57329.2	25616.9	123098	135260	2035.38
Xcouchianus	Xmultilineatus	Xhellerii	55.3016	0	0.596767	3.46233e+06	230724	116949	67886.6	12502.6	245207	42070.4	25616.9	80277.2	2.30983e+06	135260	19903.1	57329.2	123098	2035.38
Xhellerii	Xcouchianus	Xnezahuacoyotl	3.29904	0.000485133	-0.126019	3.35364e+06	220523	219436	79273.1	31318.4	213575	63593.9	18584.6	61839.2	2.23125e+06	100783	21972.8	108701	122359	2258.38
Xcouchianus	Xnezahuacoyotl	Xhellerii	3.66826	0.000122137	0.908553	3.35364e+06	213575	220523	63593.9	18584.6	219436	61839.2	21972.8	79273.1	2.23125e+06	122359	31318.4	100783	108701	2258.38
Xcouchianus	Xhellerii	Xnigrensis	-7.17521	1	1.07088	3.03004e+06	539209	180728	66962.3	33315.8	206914	70867.2	37498.8	129861	2.01034e+06	238918	20700.4	100846	101446	2804.62
Xhellerii	Xcouchianus	Xnigrensis	7.65016	1.0103e-14	0.941546	3.03004e+06	539209	206914	70867.2	37498.8	180728	66962.3	33315.8	129861	2.01034e+06	238918	20700.4	101446	100846	2804.62
Xhellerii	Xcouchianus	Xpygmaeus	7.60011	1.4877e-14	1.12259	3.5205e+06	63199.4	271275	78160.4	9187.88	241837	73738.2	8774.25	33243.6	2.35497e+06	34252.2	30790.2	138305	141477	1910.25
Xcouchianus	Xpygmaeus	Xhellerii	77.1953	0	0.525888	3.5205e+06	241837	63199.4	73738.2	8774.25	271275	33243.6	30790.2	78160.4	2.35497e+06	141477	9187.88	34252.2	138305	1910.25
Xcouchianus	Xhellerii	Xsignum	19.3736	0	1.46544	3.5214e+06	60985	226108	82682.1	11630.5	274701	70196.6	9797	30885.9	2.35473e+06	32915.5	28939.4	130766	143215	1705
Xcouchianus	Xsignum	Xhellerii	80.371	0	0.431478	3.5214e+06	226108	60985	82682.1	11630.5	274701	30885.9	28939.4	70196.6	2.35473e+06	130766	9797	32915.5	143215	1705
Xhellerii	Xcouchianus	Xvariatus	3.81041	6.93922e-05	-0.110374	3.39803e+06	176372	225005	82455	23276.5	216344	62413.4	17705.2	60421.2	2.23598e+06	98173.5	23771.1	108094	122999	1846.12
Xcouchianus	Xvariatus	Xhellerii	4.18918	1.40071e-05	0.917082	3.39803e+06	216344	176372	62413.4	17705.2	225005	60421.2	23771.1	82455	2.23598e+06	122999	23276.5	98173.5	108094	1846.12
Xcouchianus	Xhellerii	Xxiphidium	-21.6112	1	1.07018	2.62874e+06	923652	123722	52737.8	53980.1	138571	63582.9	62560.1	228962	1.65003e+06	449560	10601.1	56817.5	53905.1	3339.75
Xhellerii	Xcouchianus	Xxiphidium	23.0284	0	0.942026	2.62874e+06	923652	138571	63582.9	62560.1	123722	52737.8	53980.1	228962	1.65003e+06	449560	10601.1	53905.1	56817.5	3339.75
Xcouchianus	Xmalinche_CHIC2	Xmayae	40.8496	0	-0.677363	3.67038e+06	33749.7	153486	98322.2	3295.12	328865	46260.9	5732.5	25237.1	2.51832e+06	20770	22664.6	84541.6	192850	1888.38
Xcouchianus	Xmayae	Xmalinche_CHIC2	57.3457	0	0.223398	3.67038e+06	153486	33749.7	98322.2	3295.12	328865	25237.1	22664.6	46260.9	2.51832e+06	84541.6	5732.5	20770	192850	1888.38
Xcouchianus	Xmalinche_CHIC2	Xmeyeri	6.85774	3.51896e-12	1.11564	3.59531e+06	98032.2	143561	71878.8	7296.25	252071	68059.1	28360.1	31208.8	2.45116e+06	49593.2	14073.1	83934	137684	1516.88
Xcouchianus	Xmeyeri	Xmalinche_CHIC2	73.0188	0	0.475364	3.59531e+06	143561	98032.2	71878.8	7296.25	252071	31208.8	14073.1	68059.1	2.45116e+06	83934	28360.1	49593.2	137684	1516.88
Xcouchianus	Xmalinche_CHIC2	Xmilleri	-13.6315	1	1.13578	3.20479e+06	475780	109292	54846.9	20296.1	190437	61908.3	57844.2	120976	2.14006e+06	232630	9470.75	58019.6	90674	2443.25
Xmalinche_CHIC2	Xcouchianus	Xmilleri	15.2612	0	0.90352	3.20479e+06	475780	190437	61908.3	57844.2	109292	54846.9	20296.1	120976	2.14006e+06	232630	9470.75	90674	58019.6	2443.25
Xcouchianus	Xmalinche_CHIC2	Xmonticolus	-12.754	1	1.05518	2.99663e+06	678511	90773.5	50092.7	27274.6	169050	56148.8	68697	171957	1.97135e+06	334057	8142	43300.4	73704.5	2871.75
Xmalinche_CHIC2	Xcouchianus	Xmonticolus	13.4209	0	0.952657	2.99663e+06	678511	169050	56148.8	68697	90773.5	50092.7	27274.6	171957	1.97135e+06	334057	8142	73704.5	43300.4	2871.75
Xcouchianus	Xmalinche_CHIC2	Xmontezumae	34.4433	0	0.286055	3.50204e+06	188957	122634	82001.4	11074.2	267854	45587.3	28022.8	60177.3	2.35867e+06	106088	14262.2	63591	143653	1650.12
Xcouchianus	Xmontezumae	Xmalinche_CHIC2	20.6429	0	-2.01683	3.50204e+06	122634	188957	82001.4	11074.2	267854	60177.3	14262.2	45587.3	2.35867e+06	63591	28022.8	106088	143653	1650.12
Xcouchianus	Xmalinche_CHIC2	Xmultilineatus	15.4663	0	-0.220613	3.57046e+06	123691	129829	86569.4	8789.88	280084	46838.5	24020.8	39657.6	2.43053e+06	64227.5	14864.5	69708.1	155983	1558.88
Xcouchianus	Xmultilineatus	Xmalinche_CHIC2	18.2617	0	0.132752	3.57046e+06	129829	123691	86569.4	8789.88	280084	39657.6	14864.5	46838.5	2.43053e+06	69708.1	24020.8	64227.5	155983	1558.88
Xcouchianus	Xmalinche_CHIC2	Xnezahuacoyotl	31.7134	0	0.282793	3.46063e+06	228730	114146	81920.7	14735.2	253485	47553.9	35516.9	61104.7	2.3478e+06	111126	11342.5	60211.5	139993	1793.5
Xcouchianus	Xnezahuacoyotl	Xmalinche_CHIC2	19.2089	0	-1.86515	3.46063e+06	114146	228730	81920.7	14735.2	253485	61104.7	11342.5	47553.9	2.3478e+06	60211.5	35516.9	111126	139993	1793.5
Xcouchianus	Xmalinche_CHIC2	Xnigrensis	89.3944	0	0.665096	3.13654e+06	548310	82193.4	85219.6	29868.1	241831	39990.9	41213.6	129812	2.12616e+06	250536	9743.25	39817.4	134397	2341.25
Xmalinche_CHIC2	Xcouchianus	Xnigrensis	-44.3806	1	-70.0934	3.13654e+06	548310	241831	39990.9	41213.6	82193.4	85219.6	29868.1	129812	2.12616e+06	250536	9743.25	134397	39817.4	2341.25
Xcouchianus	Xmalinche_CHIC2	Xpygmaeus	30.1608	0	-0.362122	3.6313e+06	67742.1	138743	95525	5585.5	309993	43358.4	12256.9	29489.8	2.48e+06	39591	18967	74388.2	176658	1431.38
Xcouchianus	Xpygmaeus	Xmalinche_CHIC2	38.179	0	0.173566	3.6313e+06	138743	67742.1	95525	5585.5	309993	29489.8	18967	43358.4	2.48e+06	74388.2	12256.9	39591	176658	1431.38
Xcouchianus	Xmalinche_CHIC2	Xsignum	17.5641	0	-0.261311	3.61229e+06	85406.5	142893	86435.8	6469.88	299887	46651.9	15014.5	38409.7	2.45567e+06	50949.4	19244.4	76392.6	165881	1816.38
Xcouchianus	Xsignum	Xmalinche_CHIC2	21.2029	0	0.14648	3.61229e+06	142893	85406.5	86435.8	6469.88	299887	38409.7	19244.4	46651.9	2.45567e+06	76392.6	15014.5	50949.4	165881	1816.38
